# metro_threep[10000.0, 50000.0, 100000.0, 500000.0, 1000000.0]
-2.927907912225398,-2.89275347547301,-2.8928504043753693,-2.8912672583569394,-2.8946090252346837
-2.900994173470149,-2.8977581231905734,-2.894073881577817,-2.892382089932761,-2.8922806550337454
-2.906576277246155,-2.8941559939925257,-2.8913491174756585,-2.8903104570012372,-2.8926713186686377
-2.9194200032577378,-2.8968194589126224,-2.894719744985557,-2.892338373077448,-2.8913236185457394
-2.9498876703923265,-2.894844957949909,-2.8928312044272175,-2.8909377704442423,-2.8910924889214544
-3.106796856319211,-2.902056088149194,-2.891431697031938,-2.8919448062445343,-2.892651071064626
-2.9174024679923063,-2.8954451243881842,-2.8895215893840893,-2.8919009762617796,-2.8927323838079646
-2.935275544476016,-2.892089711507031,-2.8942211389416217,-2.8978231892139346,-2.8914581336988405
-2.9192754318628586,-2.898304011838551,-2.8947465153841216,-2.891851519831681,-2.8915817643390502
-2.907595733874266,-2.8940120007598673,-2.895982731070567,-2.891504480903854,-2.891414620000388
