# vegas_1param_iters=1e5_N=50_t=422,
-2.883752721,0.15
-2.882140652,0.15
-2.885631641,0.1575
-2.883669673,0.1565625
-2.885086579,0.1575
-2.882783769,0.1546875
-2.885050594,0.1603125
-2.89106063,0.1575
-2.883029894,0.15
-2.887589199,0.155625
-2.887297278,0.15375
-2.88301147,0.151875
-2.881518524,0.1575
-2.889857447,0.165
-2.888401762,0.15375
-2.88714788,0.15
-2.888113476,0.1425
-2.884387648,0.15
-2.882890898,0.1575
-2.885664504,0.15
-2.885224299,0.14625
-2.88728385,0.170625
-2.886715059,0.1425
-2.887055313,0.14625
-2.884764603,0.1509375
-2.885369833,0.135
-2.886825188,0.13875
-2.887936299,0.1575
-2.882950756,0.155625
-2.890321948,0.157734375
-2.880758332,0.1575
-2.888626821,0.15375
-2.88840377,0.151875
-2.89200172,0.144375
-2.886455465,0.15
-2.888912465,0.1415625
-2.885421776,0.14625
-2.882991367,0.1490625
-2.88389671,0.159375
-2.882478215,0.1575
-2.887307642,0.15
-2.88742884,0.148125
-2.885839235,0.15
-2.886147552,0.1284375
-2.887755734,0.12
-2.890536323,0.1575
-2.886479712,0.159375
-2.894097819,0.15
-2.893728662,0.155625
-2.889414912,0.165
