# metro_onepiters, eavg, estd
10000.0,-2.887270379722258,0.001947094318667976
50000.0,-2.8822434813705615,0.001247325745069856
100000.0,-2.8809829298271175,0.00048692756667885787
500000.0,-2.879477006866957,0.00045773022481362214
1000000.0,-2.879093939812257,0.0002701296951141244
