# vegas_3param_itersiters, eavg, estd
10000.0,-2.9370551049909603,0.008653503949853519
50000.0,-2.905125057117405,0.005387194224834561
100000.0,-2.9002730950010713,0.0028638093512399283
500000.0,-2.8990773699499015,0.0026316542195464563
1000000.0,-2.9000628322081634,0.0007065283822486852
