# metro_twopiters, eavg, estd
10000.0,-2.9042091966152594,0.00684999178461413
50000.0,-2.8970020991056544,0.010234626246964739
100000.0,-2.8919331505369548,0.002392745279788444
500000.0,-2.8879761307968836,0.0005598234334590572
1000000.0,-2.8872394045575747,0.0008535462760243816
