# vegas_2param_iters_processediters, eavg, estd
10000.0,-2.937319853448119,0.016443061214531752
50000.0,-2.8984940654471165,0.002830131935399908
100000.0,-2.8922964254893824,0.004142807145556257
500000.0,-2.888396710459822,0.0008321189925561595
1000000.0,-2.887234329513489,0.0006475191401394543
