# metro_threepiters, eavg, estd
10000.0,-2.939113207111643,0.05756036918454277
50000.0,-2.895823894616147,0.0028330520475718084
100000.0,-2.8931728024653953,0.0018597181774959108
500000.0,-2.8922260921268412,0.0019610986781653478
1000000.0,-2.892181507931513,0.0010029733340973551
