1.000000000000000000e+00,6.127543702746790499e-01
1.310344827586206851e+00,8.194107402667472062e-01
1.620689655172413701e+00,9.236808543080063938e-01
1.931034482758620774e+00,9.695346273127388725e-01
2.241379310344827402e+00,9.879958540324650373e-01
2.551724137931034697e+00,9.953888376866925070e-01
2.862068965517241548e+00,9.980112069196144242e-01
3.172413793103448398e+00,9.984889024292441517e-01
3.482758620689655249e+00,9.995056957037030676e-01
3.793103448275862100e+00,9.997543567984810142e-01
4.103448275862069394e+00,9.993844207158898429e-01
4.413793103448275801e+00,9.995874145788362641e-01
4.724137931034483096e+00,9.997596318184033271e-01
5.034482758620689502e+00,9.994831579029020974e-01
5.344827586206896797e+00,9.990845559646936991e-01
5.655172413793103203e+00,9.996326848600772808e-01
5.965517241379310498e+00,9.995633487545979579e-01
6.275862068965517793e+00,9.992659718685189540e-01
6.586206896551724199e+00,9.996916519634732046e-01
6.896551724137931494e+00,9.996997224803833015e-01
7.206896551724137900e+00,9.994710790189670346e-01
7.517241379310345195e+00,9.997996116712226655e-01
7.827586206896551602e+00,9.993303137102145239e-01
8.137931034482758008e+00,9.996941020110585718e-01
8.448275862068966191e+00,9.998255326022660316e-01
8.758620689655172598e+00,9.997058483261476169e-01
9.068965517241379004e+00,9.997923822997489829e-01
9.379310344827587187e+00,9.996553715502662918e-01
9.689655172413793593e+00,9.996353720578959878e-01
1.000000000000000000e+01,9.996590886699635581e-01
